subset,mode,variable,loading,abs_loading,explained_variance_ratio
baseline_fragile_global,PC1,euler_density_proxy_weighted_mean,-0.31605911347813115,0.31605911347813115,0.6841826573481106
baseline_fragile_global,PC1,min_eigenvalue_q10,-0.31128865664371774,0.31128865664371774,0.6841826573481106
baseline_fragile_global,PC1,negative_frequency,0.3026474221100603,0.3026474221100603,0.6841826573481106
baseline_fragile_global,PC1,spectral_tail_mean,-0.3001538870457935,0.3001538870457935,0.6841826573481106
baseline_fragile_global,PC1,logdet_residual_q90,-0.2964607586182543,0.2964607586182543,0.6841826573481106
baseline_fragile_global,PC1,min_eigenvalue_q05,-0.2962336208641056,0.2962336208641056,0.6841826573481106
baseline_fragile_global,PC1,logdet_residual_q95,-0.2765419173347158,0.2765419173347158,0.6841826573481106
baseline_fragile_global,PC1,min_eigenvalue_mean,-0.18835315410994702,0.18835315410994702,0.6841826573481106
baseline_fragile_global,PC1,determinant_g_mean,-0.1524509066966262,0.1524509066966262,0.6841826573481106
baseline_fragile_global,PC1,logdet_target_mean,0.06031561363364811,0.06031561363364811,0.6841826573481106
baseline_fragile_global,PC2,logdet_target_mean,0.5598912056357267,0.5598912056357267,0.2181463595352878
baseline_fragile_global,PC2,determinant_g_mean,0.5227986399632251,0.5227986399632251,0.2181463595352878
baseline_fragile_global,PC2,min_eigenvalue_mean,0.46310490192323894,0.46310490192323894,0.2181463595352878
baseline_fragile_global,PC2,min_eigenvalue_q05,-0.22182945127438214,0.22182945127438214,0.2181463595352878
baseline_fragile_global,PC2,spectral_tail_mean,-0.2030099171599935,0.2030099171599935,0.2181463595352878
baseline_fragile_global,PC2,logdet_residual_mean,-0.17391949078974447,0.17391949078974447,0.2181463595352878
baseline_fragile_global,PC2,negative_frequency,0.15697255664251772,0.15697255664251772,0.2181463595352878
baseline_fragile_global,PC2,euler_density_proxy_mean,0.14541230407734337,0.14541230407734337,0.2181463595352878
baseline_fragile_global,PC2,logdet_g_mean,0.14541230407734337,0.14541230407734337,0.2181463595352878
baseline_fragile_global,PC2,min_eigenvalue_q10,0.08092763688371567,0.08092763688371567,0.2181463595352878
baseline_fragile_global,PC2,logdet_residual_q90,-0.06553166813023971,0.06553166813023971,0.2181463595352878
baseline_fragile_global,PC2,logdet_residual_q95,-0.016016037128981975,0.016016037128981975,0.2181463595352878
